10,-34506.29296875
20,-45212.4453125
30,-48800.8359375
40,-49891.4296875
50,-50185.71484375
60,-50442.62890625
70,-50636.39453125
80,-50766.2265625
90,-50892.12890625
100,-50908.41796875
